Probe,Score
X217996_at,0.002288349
X212043_at,0.002287622
X212906_at,0.002287608
X218316_at,0.002287596
X218165_at,0.002287524
X209685_s_at,0.002287374
X210829_s_at,0.002287359
X220608_s_at,0.002287083
X216572_at,0.002287067
X213455_at,0.002286817
X215363_x_at,0.002286204
X205478_at,0.00228587
X208692_at,0.002285676
X210223_s_at,0.002285668
X219147_s_at,0.002284838
X220787_at,0.002284664
X203978_at,0.002284517
X204933_s_at,0.002284463
X220021_at,0.002284265
X210084_x_at,0.002283812
X217294_s_at,0.00228375
X218521_s_at,0.002283709
X217682_at,0.002283536
X221003_s_at,0.002283422
X216766_at,0.00228341
X210904_s_at,0.002283394
X210983_s_at,0.002283337
X202952_s_at,0.002283268
X205668_at,0.002282927
X202528_at,0.002282922
X215939_at,0.002282876
X206882_at,0.002282852
X209647_s_at,0.002282562
X221201_s_at,0.002282406
X201254_x_at,0.002281316
X220876_at,0.002281274
X217238_s_at,0.00228114
X203478_at,0.002280978
X220058_at,0.0022809
X210990_s_at,0.002280328
X220504_at,0.00228012
X219642_s_at,0.00228011
X214081_at,0.002280104
X202704_at,0.002280028
X201539_s_at,0.002279983
X207080_s_at,0.002279849
X214355_x_at,0.002279849
X32540_at,0.002279795
X202224_at,0.002279643
X205609_at,0.002279395
X218679_s_at,0.002279125
X211547_s_at,0.002279106
X202782_s_at,0.002278909
X201606_s_at,0.00227885
X205224_at,0.002278837
X215395_x_at,0.002278643
X210373_at,0.002278294
X74694_s_at,0.002278287
X202626_s_at,0.00227825
X203000_at,0.00227824
X205184_at,0.002278215
X200873_s_at,0.002277953
X205309_at,0.002277369
X218309_at,0.002277298
X209762_x_at,0.002277228
X37831_at,0.00227718
X200852_x_at,0.002277033
X210572_at,0.002276855
X212274_at,0.002276775
X211658_at,0.002276707
X217831_s_at,0.00227618
X216078_at,0.002275974
X204165_at,0.002275402
X204281_at,0.002275198
X201353_s_at,0.002274823
X209047_at,0.002274689
X59625_at,0.002274571
X218050_at,0.002274349
X204149_s_at,0.002274314
X221449_s_at,0.0022742
X218654_s_at,0.002273985
X211524_at,0.002273861
X201232_s_at,0.002273529
X213724_s_at,0.002273425
X215741_x_at,0.002273422
X216529_at,0.002273399
X215927_at,0.002273299
X206274_s_at,0.002272856
X207301_at,0.002272745
X214271_x_at,0.002272534
X216493_s_at,0.002272155
X210086_at,0.002272066
X216006_at,0.002271968
X208707_at,0.002271892
X204528_s_at,0.002271428
X214201_x_at,0.002270772
X203484_at,0.002270411
X221212_x_at,0.002269739
X213578_at,0.002269707
X213223_at,0.002269433
X201932_at,0.002268557
X203275_at,0.002268502
X204052_s_at,0.002268412
AFFX.DapX.3_at,0.002268368
X212207_at,0.002267959
X213535_s_at,0.002267876
X205359_at,0.002267692
X203442_x_at,0.002267648
X200069_at,0.002267613
X222124_at,0.00226748
X202945_at,0.002267093
X207649_at,0.002266439
X219800_s_at,0.002266264
X200867_at,0.002266153
X202147_s_at,0.002265639
X205476_at,0.002265366
X215903_s_at,0.002265302
X220191_at,0.00226483
X203972_s_at,0.002263987
X208867_s_at,0.002263942
X206220_s_at,0.002263872
X210867_at,0.002263672
X204060_s_at,0.002263051
X218019_s_at,0.002262961
X209309_at,0.002262936
X212177_at,0.002262536
X220809_at,0.002262244
X221171_at,0.00226222
X219607_s_at,0.00226211
X220076_at,0.002261797
X216448_at,0.002260858
X221377_s_at,0.002260283
X219850_s_at,0.002260274
X209908_s_at,0.002260056
X219547_at,0.002259992
X200014_s_at,0.002259826
X213153_at,0.00225969
X219232_s_at,0.002259496
X215735_s_at,0.002258551
X214274_s_at,0.002258136
X41397_at,0.002257807
X215245_x_at,0.002257501
X207307_at,0.002257218
X205832_at,0.002257131
X206836_at,0.002256164
X221782_at,0.002255909
X216973_s_at,0.002255859
X220927_s_at,0.002255332
X208661_s_at,0.002254885
X216048_s_at,0.002254537
X218030_at,0.002254376
X214312_at,0.002254124
X220222_at,0.002253848
X211074_at,0.002253709
X208709_s_at,0.002253426
X200881_s_at,0.002253274
X210016_at,0.002253028
X202522_at,0.002252566
X201949_x_at,0.002252522
X211801_x_at,0.002252442
X202726_at,0.002252404
X210809_s_at,0.00225225
X220356_at,0.00225221
X206544_x_at,0.002252206
X220955_x_at,0.002252204
X206961_s_at,0.002252071
X208720_s_at,0.002251942
X205659_at,0.002251939
X201746_at,0.002251776
X214534_at,0.002251051
X211267_at,0.002250761
X216257_at,0.002250658
X206723_s_at,0.002250243
X200826_at,0.002249925
X218013_x_at,0.002249785
X211210_x_at,0.002249736
X201610_at,0.002249736
X37590_g_at,0.002249644
X203537_at,0.002248546
X209518_at,0.002247997
X212132_at,0.002247943
X212562_s_at,0.002246433
X200081_s_at,0.002246303
X219664_s_at,0.00224614
X216125_s_at,0.002246039
X213908_at,0.002245794
X210196_s_at,0.002245695
X216642_at,0.002245382
X216750_at,0.002245366
X208603_s_at,0.002245211
X202660_at,0.002244977
X203918_at,0.002244852
X217132_at,0.002244555
X211189_x_at,0.002244555
X220918_at,0.002244533
X220257_x_at,0.002244342
X39549_at,0.002243867
X217964_at,0.002243493
X208393_s_at,0.002243261
X216636_at,0.002243117
X219837_s_at,0.002242876
X212179_at,0.002242117
X209604_s_at,0.002241839
X221188_s_at,0.002241825
X209650_s_at,0.002241387
X202684_s_at,0.002241353
X218487_at,0.002241317
X40612_at,0.002240944
X203574_at,0.002240802
X202256_at,0.002240641
X222302_at,0.002240311
X200601_at,0.002240241
X219543_at,0.002239047
X206370_at,0.002238925
X201389_at,0.002238844
X214149_s_at,0.002238708
X218146_at,0.002238314
X200922_at,0.002238126
X213225_at,0.002238002
X215210_s_at,0.002238002
X215179_x_at,0.002236749
X208035_at,0.002236626
X213256_at,0.002236556
X206500_s_at,0.002236328
X221018_s_at,0.002235799
X219620_x_at,0.002235794
X200843_s_at,0.002235506
X203071_at,0.002235477
X221994_at,0.002234473
X211843_x_at,0.002234316
X203789_s_at,0.002233994
X209633_at,0.002233982
X216211_at,0.002233764
X219616_at,0.002233499
X218581_at,0.002233338
X210821_x_at,0.002233256
X210464_at,0.00223303
X205761_s_at,0.002232868
X209699_x_at,0.002232797
X63009_at,0.002232489
AFFX.TrpnX.5_at,0.002231953
X210010_s_at,0.002231712
X208725_at,0.002231052
X220431_at,0.002230073
X216321_s_at,0.002229967
X211352_s_at,0.0022288
X205468_s_at,0.002228646
X212594_at,0.002228632
X212770_at,0.00222839
X205351_at,0.002227898
X212182_at,0.002227691
X203462_x_at,0.00222768
X211455_at,0.002227641
X209099_x_at,0.002227624
X217432_s_at,0.002227608
X212669_at,0.00222759
X214421_x_at,0.002227489
X209139_s_at,0.002227454
X214311_at,0.002227276
X217738_at,0.002227227
X200660_at,0.002226426
X203391_at,0.002226414
X216039_at,0.002225735
X220466_at,0.002225659
X213554_s_at,0.002225504
X219144_at,0.00222494
AFFX.PheX.M_at,0.002224858
X218036_x_at,0.002224854
X209450_at,0.002223898
X201854_s_at,0.0022232
X204752_x_at,0.002223162
X205007_s_at,0.002223023
X206923_at,0.002222855
X216791_at,0.002222793
X203939_at,0.002222069
X210148_at,0.002221561
X208847_s_at,0.002221326
X210461_s_at,0.002221253
X208745_at,0.002221159
X61297_at,0.002220751
X207687_at,0.002220717
X200618_at,0.002220476
X205419_at,0.002220427
X213193_x_at,0.00222019
X54037_at,0.002220166
X203765_at,0.002219407
X208728_s_at,0.002219364
X210963_s_at,0.002218243
X209339_at,0.002217874
X200924_s_at,0.002217503
X214904_at,0.002217454
X220457_at,0.002216911
X203422_at,0.002216888
X208337_s_at,0.002216539
X219177_at,0.002216498
X212391_x_at,0.002216345
X201684_s_at,0.002216326
X211473_s_at,0.002216293
X220573_at,0.002215988
X212933_x_at,0.002215383
X203244_at,0.002215262
X205403_at,0.002215041
X208563_x_at,0.00221459
X209492_x_at,0.002214393
X212236_x_at,0.002214167
X208948_s_at,0.002214129
X211974_x_at,0.002214119
X206869_at,0.002214078
X214518_at,0.002214009
X214689_at,0.002213805
X217716_s_at,0.002213386
X212151_at,0.002213085
X200805_at,0.002212816
X212566_at,0.002212807
X221307_at,0.002212357
X205755_at,0.002212073
X210199_at,0.002211448
X209856_x_at,0.002211048
X218065_s_at,0.002210898
X214856_at,0.002210819
X216915_s_at,0.002210441
X201778_s_at,0.002210432
X218838_s_at,0.002210428
X47069_at,0.002210239
X218216_x_at,0.002209517
X206857_s_at,0.00220933
X200748_s_at,0.002209195
X204898_at,0.002209151
X216635_at,0.002209146
X200049_at,0.002208678
X206231_at,0.002208411
X209455_at,0.002208038
X202460_s_at,0.002207745
X208109_s_at,0.002207702
X213891_s_at,0.002207677
X215036_at,0.002207517
X215269_at,0.002206727
X206569_at,0.002206705
X219424_at,0.002206436
X209895_at,0.002206326
X213507_s_at,0.002206316
X210835_s_at,0.002205834
X205517_at,0.002205718
X202108_at,0.002205378
X213138_at,0.002204938
X205899_at,0.002204845
X210924_at,0.002204403
X220980_s_at,0.002204374
X215216_at,0.002203923
X202012_s_at,0.00220377
X211787_s_at,0.002203587
X218319_at,0.002203563
X213619_at,0.002203123
X209494_s_at,0.002202145
X211345_x_at,0.002201988
X208126_s_at,0.002201941
X203796_s_at,0.00220164
X212944_at,0.002201413
X202307_s_at,0.002201329
X216581_at,0.002201189
X216744_at,0.002201107
X212928_at,0.002200759
X220542_s_at,0.002200622
X218607_s_at,0.002200544
X213778_x_at,0.002200007
X211928_at,0.00219993
X214673_s_at,0.002199869
X64408_s_at,0.002199782
X218429_s_at,0.002199507
X202221_s_at,0.002199487
X213446_s_at,0.002199454
X216156_at,0.002199423
X206553_at,0.002199252
X220513_at,0.002198922
X206412_at,0.002198463
X208023_at,0.002198337
X217971_at,0.002198102
X205285_s_at,0.002197927
X206421_s_at,0.002197684
X217885_at,0.002197611
X220182_at,0.002197287
X208803_s_at,0.002197238
X212299_at,0.002197126
X212170_at,0.002196957
X220293_at,0.002196607
X214848_at,0.002196553
X213938_at,0.002196219
X222066_at,0.002196186
X208484_at,0.002196086
X221113_s_at,0.002195986
X215843_s_at,0.002195557
X217056_at,0.002195454
X204188_s_at,0.002195153
X220830_at,0.002195109
X211624_s_at,0.002194963
X205986_at,0.002194568
X213779_at,0.002193536
X205886_at,0.002193267
X204363_at,0.002193212
X211488_s_at,0.002192646
X207523_at,0.00219243
X208703_s_at,0.002192046
X203377_s_at,0.002191706
X217151_at,0.002191299
X209767_s_at,0.002191009
X217521_at,0.002190678
X214659_x_at,0.002190442
X220914_at,0.002190307
X216371_at,0.002190201
X207837_at,0.00218998
X205998_x_at,0.002189883
X218246_at,0.002189572
X211384_s_at,0.0021894
X204016_at,0.002188697
X216811_at,0.002188584
X219509_at,0.002188571
X209197_at,0.002188282
X214377_s_at,0.002187637
X218499_at,0.002187539
X213319_s_at,0.002187409
X203639_s_at,0.002187294
X212982_at,0.002187168
X217513_at,0.002187106
X212331_at,0.002186832
X212076_at,0.002186746
X204208_at,0.00218622
X200914_x_at,0.002186037
X217017_at,0.002185999
X215929_at,0.002185754
X209584_x_at,0.002185735
X208379_x_at,0.002185722
X212329_at,0.002185376
X216018_at,0.00218517
X209554_at,0.002185027
X218853_s_at,0.002184913
X217438_at,0.002184269
X216857_at,0.002184131
X211452_x_at,0.002183529
X215938_s_at,0.002183398
X204977_at,0.002182313
X201467_s_at,0.002182287
X201131_s_at,0.002182279
X201362_at,0.002181959
X210013_at,0.002181848
X214809_at,0.002181473
X206824_at,0.002181249
X216277_at,0.002181071
X206893_at,0.002181008
X219375_at,0.002180594
X213546_at,0.002180527
X200860_s_at,0.002179733
X212074_at,0.002179651
X202778_s_at,0.002179542
X209944_at,0.002179053
X215965_at,0.002178826
X204451_at,0.002178739
X204681_s_at,0.002178466
X203861_s_at,0.002178202
X203841_x_at,0.002177891
X204384_at,0.002177751
X208796_s_at,0.00217746
X220202_s_at,0.002177394
X211421_s_at,0.00217732
X206226_at,0.002177124
X203002_at,0.002176937
X204564_at,0.002176882
X220237_at,0.002176839
X205307_s_at,0.002176545
X221075_s_at,0.002176519
X214989_x_at,0.002175575
X220754_at,0.002175471
X210995_s_at,0.002174482
X210094_s_at,0.002174308
X201456_s_at,0.002174012
X208975_s_at,0.002173808
X220996_s_at,0.002173531
X222181_at,0.002173383
X217700_at,0.002173261
X207797_s_at,0.002172992
X212930_at,0.002172535
X210008_s_at,0.002172471
X210702_s_at,0.002172399
X204995_at,0.002172306
X206698_at,0.002172143
X205770_at,0.002172111
X202500_at,0.002172075
X206024_at,0.002171419
X202985_s_at,0.002171372
X207108_s_at,0.002171166
X219758_at,0.002171085
X209601_at,0.002170891
X209848_s_at,0.002170575
X220125_at,0.002170474
X207045_at,0.002170095
X201561_s_at,0.002170035
X206646_at,0.00217001
X206635_at,0.002170003
X206257_at,0.002169952
X219587_at,0.002169889
X212120_at,0.002169195
X212327_at,0.002169151
X221616_s_at,0.0021691
X220998_s_at,0.002168573
X217046_s_at,0.002168317
X215324_at,0.002167793
X202204_s_at,0.002167619
X202166_s_at,0.002166844
X213941_x_at,0.002166407
X219136_s_at,0.002166297
X209092_s_at,0.002165915
X213148_at,0.002165809
X215456_at,0.002165531
X41220_at,0.002165518
X207387_s_at,0.002165348
X208967_s_at,0.002165119
X213199_at,0.002165055
X201491_at,0.00216442
X215880_at,0.002164196
X201952_at,0.002164106
X213749_at,0.002163805
X209520_s_at,0.002163741
X205212_s_at,0.002163522
X212066_s_at,0.002163148
X207091_at,0.002162913
X217483_at,0.00216253
X215383_x_at,0.002162504
X208839_s_at,0.002162323
X216969_s_at,0.002161867
X208912_s_at,0.00216186
X222013_x_at,0.002160421
X209731_at,0.002160293
X208666_s_at,0.002160052
X213073_at,0.002159904
X218151_x_at,0.002159867
X46142_at,0.002159504
X216453_at,0.002159469
X201383_s_at,0.002159465
X218715_at,0.002158915
X216600_x_at,0.002158622
X209354_at,0.002158448
X218072_at,0.002158403
X201791_s_at,0.002158392
X203784_s_at,0.0021583
X207019_s_at,0.00215788
X207736_s_at,0.002157152
X211317_s_at,0.002156931
X206745_at,0.00215682
X204437_s_at,0.002156704
X201035_s_at,0.002156551
X221124_s_at,0.002156394
X213511_s_at,0.00215618
X211700_s_at,0.002156072
X201258_at,0.002155788
X221927_s_at,0.002155615
X219971_at,0.002155482
X213837_at,0.002155391
X209896_s_at,0.002155389
X206046_at,0.002155259
X208723_at,0.002155195
X212344_at,0.002155038
X220283_at,0.002154982
X211531_x_at,0.002154923
X200701_at,0.002154715
X207794_at,0.002154627
X209064_x_at,0.002154219
X215452_x_at,0.002154202
X208902_s_at,0.002153971
X212091_s_at,0.002153831
X214705_at,0.002153038
X210730_s_at,0.002152952
X215143_at,0.002152881
X212871_at,0.002152321
X218052_s_at,0.002152162
X217071_s_at,0.00215212
X203635_at,0.00215197
X207513_s_at,0.002151681
X211440_x_at,0.00215165
X210677_at,0.002151612
X211825_s_at,0.002151471
X202162_s_at,0.002151287
X202089_s_at,0.002151201
X205804_s_at,0.002151111
X211112_at,0.002150904
X218867_s_at,0.002150231
X32502_at,0.002150219
X220061_at,0.002149886
X205642_at,0.002149735
X215623_x_at,0.00214894
X200883_at,0.002148686
X216982_x_at,0.002148646
X217555_at,0.002148602
X202219_at,0.002147891
X210441_at,0.002147877
X203077_s_at,0.002147702
X208143_s_at,0.00214721
X207357_s_at,0.002147169
X218064_s_at,0.002146631
X215511_at,0.002146576
X208702_x_at,0.002146319
X219652_s_at,0.002146283
X210092_at,0.002146146
X200708_at,0.002145461
X215270_at,0.002145231
X65472_at,0.00214522
X204395_s_at,0.00214488
X219819_s_at,0.002144659
X201601_x_at,0.002144482
X202334_s_at,0.002144446
X203207_s_at,0.002144243
X216325_x_at,0.002144165
X207991_x_at,0.002144131
X212895_s_at,0.002144099
X210108_at,0.002144062
X202281_at,0.002143749
X215495_s_at,0.002143542
X216369_at,0.002143194
X206037_at,0.002143182
X201138_s_at,0.002142882
X220420_at,0.002142616
X213212_x_at,0.002142102
X219173_at,0.002141269
X213611_at,0.002141001
X204492_at,0.002140663
X203117_s_at,0.002140663
X207173_x_at,0.002140618
X218991_at,0.002140557
X211613_s_at,0.002140522
X218048_at,0.002140416
X204278_s_at,0.002140291
X200877_at,0.002139987
X219180_s_at,0.002139092
X200769_s_at,0.002138918
X212530_at,0.002138087
X219190_s_at,0.002138034
X201997_s_at,0.002137946
X206298_at,0.002137345
X201081_s_at,0.002137074
X212844_at,0.00213684
X212851_at,0.002136471
X221563_at,0.002136463
X204773_at,0.002136267
X213752_at,0.00213594
X203565_s_at,0.00213577
X57082_at,0.002135712
X221868_at,0.002134866
X205704_s_at,0.002134653
X209524_at,0.002134549
X200611_s_at,0.002134176
X210229_s_at,0.002133884
X215022_x_at,0.002133839
X207385_at,0.002133495
X203200_s_at,0.002133101
X207236_at,0.002132868
X209414_at,0.002132735
X205953_at,0.002132705
X201502_s_at,0.002132562
X219596_at,0.002132439
X211424_x_at,0.002132059
X203738_at,0.002131502
X221577_x_at,0.002131142
X210578_at,0.002130192
X218326_s_at,0.002129683
X220175_s_at,0.002129656
X207585_s_at,0.002129525
X205661_s_at,0.002129008
X214656_x_at,0.002128784
X203043_at,0.00212872
X64488_at,0.002128618
X204955_at,0.002128153
X216948_at,0.002128095
X217886_at,0.002127442
X216447_at,0.002126592
X201664_at,0.002126556
X221801_x_at,0.002126399
X217550_at,0.002126385
X208832_at,0.002126173
X203890_s_at,0.002126114
X200949_x_at,0.002125667
X218446_s_at,0.002125489
X218397_at,0.002124909
X207828_s_at,0.002124645
X202598_at,0.002124624
X201170_s_at,0.002124359
X211356_x_at,0.002123583
X222323_at,0.002123495
X204793_at,0.002123301
X208142_at,0.00212284
X212546_s_at,0.002122729
X206583_at,0.002122685
X201763_s_at,0.00212266
X205211_s_at,0.002122592
X210131_x_at,0.002122432
X209363_s_at,0.002122386
X212474_at,0.002122351
X216021_s_at,0.002122097
X209316_s_at,0.002121562
X220603_s_at,0.002121314
X208350_at,0.002120866
X211937_at,0.002120687
X211131_s_at,0.002120646
X208008_at,0.002120118
X220026_at,0.002120009
X205081_at,0.002119828
X207356_at,0.002119636
X221059_s_at,0.002119555
X201032_at,0.002119107
X212187_x_at,0.00211896
X210784_x_at,0.002118859
X220836_at,0.002118743
X207419_s_at,0.002118541
X204020_at,0.002118473
X204967_at,0.002118447
X218313_s_at,0.00211831
X203823_at,0.002117545
X203115_at,0.002116719
X221029_s_at,0.002116349
X201969_at,0.002116226
X219862_s_at,0.002116103
X209963_s_at,0.002115662
X217828_at,0.002115426
X219661_at,0.002114865
X214229_at,0.002114655
X217868_s_at,0.002114357
X216658_at,0.002114349
X221511_x_at,0.002114231
X202595_s_at,0.002114188
X204241_at,0.00211367
X217129_at,0.002113558
X221025_x_at,0.002113554
X205046_at,0.002112679
X200712_s_at,0.002112463
X208862_s_at,0.002112354
X204621_s_at,0.002111636
X214425_at,0.002111181
X218713_at,0.002111177
X211989_at,0.002111168
X214839_at,0.002111052
X38691_s_at,0.002110936
X216992_s_at,0.002110912
X216296_at,0.002110653
X207288_at,0.002109997
X213591_at,0.002109919
X201044_x_at,0.002109738
X215337_at,0.002109631
X210046_s_at,0.002109524
X218964_at,0.002109522
X204066_s_at,0.002109156
X219736_at,0.002109078
X220133_at,0.002109024
X216956_s_at,0.002108729
X218323_at,0.002108498
X212802_s_at,0.00210838
X207107_at,0.002108281
X209589_s_at,0.002108249
X206326_at,0.002108166
X221689_s_at,0.00210756
X201685_s_at,0.002107543
X221295_at,0.002107417
X205098_at,0.002107346
X213912_at,0.002107151
X212128_s_at,0.002106534
X212212_s_at,0.002106326
X200678_x_at,0.002106271
X201039_s_at,0.002105959
X219428_s_at,0.002105949
X44146_at,0.002105904
X204614_at,0.002105575
X210456_at,0.002105562
X222203_s_at,0.002105152
X204181_s_at,0.002105126
X202687_s_at,0.002104875
X204892_x_at,0.002104756
X214995_s_at,0.002103844
X214208_at,0.002103834
X209222_s_at,0.002103478
X212610_at,0.002103299
X213585_s_at,0.002103094
X204525_at,0.002102973
X221497_x_at,0.002102731
X216123_x_at,0.00210256
X212882_at,0.002102372
X219561_at,0.002102365
X221331_x_at,0.002101852
X221475_s_at,0.002101777
X216774_at,0.002101772
X204537_s_at,0.002101767
X203489_at,0.002101346
X205272_s_at,0.002101124
X201871_s_at,0.002100857
X202617_s_at,0.002100564
X208818_s_at,0.002100476
X205205_at,0.002100252
X35150_at,0.002099718
X218719_s_at,0.002099718
X47571_at,0.002099434
X201040_at,0.002099297
X212036_s_at,0.002099202
X206093_x_at,0.002099177
X208549_x_at,0.002099023
X210215_at,0.002098864
X202722_s_at,0.002098692
X214147_at,0.002098604
X204922_at,0.002097934
X212491_s_at,0.002097762
X215039_at,0.002097673
X221069_s_at,0.002097544
X215140_at,0.002097205
X215736_at,0.002097144
X210442_at,0.002096998
X207715_at,0.002096385
X218602_s_at,0.002096334
X211510_s_at,0.002096098
X207831_x_at,0.002096006
X214344_at,0.002095963
X201534_s_at,0.002095788
X214386_at,0.002095369
X202797_at,0.002095242
X219126_at,0.002095189
X212497_at,0.002095166
X213253_at,0.002095051
X220930_s_at,0.002094814
X220434_at,0.002094481
X212339_at,0.002094179
X217239_x_at,0.002093925
X217936_at,0.002093922
X220522_at,0.002093856
X200690_at,0.002093748
X217708_x_at,0.002093665
X213290_at,0.002093102
X203208_s_at,0.002092909
X209403_at,0.002091922
X206051_at,0.002091903
X214433_s_at,0.002091782
X208860_s_at,0.002091367
X214693_x_at,0.002091208
X202387_at,0.002091092
X216923_at,0.002091073
X204413_at,0.002090887
X212796_s_at,0.00209074
X200990_at,0.002090658
X220556_at,0.002090551
X209916_at,0.002090544
X218465_at,0.0020901
X201369_s_at,0.002089939
X205407_at,0.002089668
X211852_s_at,0.002089514
X202628_s_at,0.002089502
X210204_s_at,0.002089431
X205583_s_at,0.002088981
X204189_at,0.002088973
X207062_at,0.002088945
X211404_s_at,0.002088702
X213856_at,0.002088611
X205789_at,0.002088489
X206950_at,0.00208827
X201374_x_at,0.002087897
X218351_at,0.002087813
X213954_at,0.002087723
X206484_s_at,0.002087526
X219562_at,0.002087469
X211733_x_at,0.002087018
X222358_x_at,0.00208691
X202401_s_at,0.002086733
X202167_s_at,0.002086661
X219416_at,0.0020865
X212426_s_at,0.002086348
X215831_at,0.002086137
X216927_at,0.002086044
X214268_s_at,0.002086037
X210685_s_at,0.002085727
X220705_s_at,0.002085502
X206389_s_at,0.002085399
X217367_s_at,0.002085168
X217554_at,0.002085048
X213370_s_at,0.002084971
X209399_at,0.002084508
X215532_x_at,0.002084286
X215896_at,0.002084144
X215446_s_at,0.002084093
X213607_x_at,0.002083913
X209529_at,0.002083694
X203696_s_at,0.00208358
X205471_s_at,0.002083196
X217622_at,0.002083106
X220815_at,0.002082555
X221754_s_at,0.002081762
X222117_s_at,0.002081562
X205805_s_at,0.002081446
X202469_s_at,0.002081395
X208983_s_at,0.002081235
X219815_at,0.002081004
X222160_at,0.002080944
X211563_s_at,0.002080877
X207462_at,0.002080639
X202763_at,0.002080605
X215381_at,0.002080454
X221499_s_at,0.002080398
X202793_at,0.002080319
X40465_at,0.002080052
X219769_at,0.002079949
X222376_at,0.002079655
X205934_at,0.002079431
X213123_at,0.002078977
X209680_s_at,0.002078946
X214114_x_at,0.002078804
X216649_at,0.002078733
X213940_s_at,0.002078722
X222343_at,0.002078692
X220931_at,0.00207869
X211632_at,0.002078615
X202142_at,0.002077987
X208724_s_at,0.002077971
X211562_s_at,0.002077849
X202939_at,0.002077359
X219123_at,0.002077052
X221309_at,0.002076959
X217910_x_at,0.002076842
X213771_at,0.002076638
X201313_at,0.00207631
X220344_at,0.002076168
X205461_at,0.002075781
X215193_x_at,0.002075462
X201091_s_at,0.002075383
X205002_at,0.002075343
X210304_at,0.002075307
X207225_at,0.002075245
X38671_at,0.002075132
X218094_s_at,0.002074877
X211593_s_at,0.002074597
X220402_at,0.002074361
X217465_at,0.002074112
X207127_s_at,0.002073997
X203761_at,0.002073903
X209276_s_at,0.002073577
X210144_at,0.00207353
X217003_s_at,0.00207349
X220253_s_at,0.002073453
X209804_at,0.002073414
X204498_s_at,0.00207318
X202404_s_at,0.002072822
X201191_at,0.002072716
X211018_at,0.002072446
X207280_at,0.002072344
X215809_at,0.002072338
X201173_x_at,0.002072009
X204152_s_at,0.002071742
X221438_s_at,0.002071602
X221252_s_at,0.002071601
X200002_at,0.002071524
X207069_s_at,0.002071456
X202742_s_at,0.002071154
X90610_at,0.002071113
X220480_at,0.002070651
X205643_s_at,0.002070585
X203613_s_at,0.002070553
X221229_s_at,0.002070487
X214054_at,0.002070402
X219240_s_at,0.00207021
X219825_at,0.002069674
X203506_s_at,0.002069663
X217023_x_at,0.002069661
X216324_at,0.002069337
X218017_s_at,0.002069026
X216190_x_at,0.00206898
X202831_at,0.002068356
X211034_s_at,0.002067884
X219953_s_at,0.002067843
X218493_at,0.002067581
X210143_at,0.002067204
X210243_s_at,0.002066934
X219378_at,0.002066805
X204523_at,0.00206673
X210278_s_at,0.00206643
X204626_s_at,0.002066416
X217873_at,0.002066386
X201336_at,0.002065942
X210486_at,0.002065658
X208989_s_at,0.002065459
X211467_s_at,0.002065247
X220096_at,0.002065215
X204768_s_at,0.002064783
X220993_s_at,0.002064342
X204293_at,0.002064267
X215090_x_at,0.002064058
X211149_at,0.002063446
X218254_s_at,0.002063238
X214282_at,0.002063
X203820_s_at,0.002062972
X215530_at,0.002062515
X206225_at,0.002062509
X216648_s_at,0.002062338
X202700_s_at,0.002062235
X214111_at,0.002062049
X210095_s_at,0.002062041
X202187_s_at,0.002062009
X203092_at,0.002061958
X203603_s_at,0.00206192
X211746_x_at,0.002061839
X220236_at,0.002061447
X221696_s_at,0.002061075
X205145_s_at,0.002061048
X214986_x_at,0.002060929
X209432_s_at,0.002060744
X205838_at,0.002060726
X212968_at,0.002060418
X206935_at,0.002060407
X212875_s_at,0.002060379
X211697_x_at,0.002060222
X207170_s_at,0.002060143
X216961_s_at,0.002059951
X219801_at,0.002059664
X203097_s_at,0.002059258
X212362_at,0.002059097
X201201_at,0.002059047
X218075_at,0.002058763
X207971_s_at,0.002058322
X220427_at,0.002058104
X201370_s_at,0.002057754
X206630_at,0.00205735
X204909_at,0.002057262
X214140_at,0.002057133
X205893_at,0.002056988
X216291_at,0.002056065
X216536_at,0.002056048
X217251_x_at,0.002055669
X212246_at,0.002054959
X209303_at,0.002054951
X201582_at,0.002054922
X211493_x_at,0.002054874
X218297_at,0.002054811
X208383_s_at,0.002054804
X208599_at,0.002054749
X206757_at,0.00205474
X207122_x_at,0.002054535
X210415_s_at,0.002054447
X218934_s_at,0.00205433
X202035_s_at,0.002054303
X201077_s_at,0.002054099
X203099_s_at,0.002053851
X219398_at,0.002053837
X208747_s_at,0.002053755
X220379_at,0.002053444
X202992_at,0.002053379
X37860_at,0.002053191
X210112_at,0.002052982
X206417_at,0.002052728
X218869_at,0.002052437
AFFX.DapX.M_at,0.002052416
X215776_at,0.002052242
X218916_at,0.00205204
X217389_s_at,0.002051907
X205469_s_at,0.002051527
X213503_x_at,0.002051188
X204416_x_at,0.002051036
X202333_s_at,0.002050922
X213021_at,0.002050871
X215551_at,0.002050817
X203567_s_at,0.00205019
X218488_at,0.002049898
X221249_s_at,0.002048845
X221846_s_at,0.00204864
X201069_at,0.00204779
X206485_at,0.002047267
X207804_s_at,0.002047266
X202866_at,0.002046849
X221745_at,0.002046499
X219072_at,0.002046448
X211068_x_at,0.002046294
X220906_at,0.002046173
X208423_s_at,0.002045893
X218663_at,0.002045808
X207582_at,0.002044999
X210145_at,0.002044997
X203221_at,0.002044768
X212657_s_at,0.002044726
X222227_at,0.002044496
X209035_at,0.002044493
X210723_x_at,0.002044305
X218096_at,0.002044212
